,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses,gold_label,vote_count,agreement,mean_vote
954,SWBD-391,think,negation question,"B: All right, well. A: Um, short term, I don't think anything's going to be done about it or probably should be done about it. B: Right. ","Uh, are you saying you don't think anything should be done in the short term?",anything should be done in the short term,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0, 0",neutral,9,1.000000,0.000000
957,SWBD-394,think,negation question,"A: I do too, so she couldn't possibly turn them out like some of these popular writers, B: Huh-uh. A: but oh, her books are just incredible.","I don't think they've ever made a movie, do you?",they've ever made a movie,,present,I,first,singular,question,SWBD,no,NA,NA,-1.363636364,0.924416278,"-1, -1, -2, -3, -2, -2, -1, -2, 0, 0, -1",contradiction,11,0.818182,-1.363636
959,SWBD-396,think,question,"B: Right. And I'm sure that would make a big difference, too. You know, you've got, A: Yeah. Well, what about a voluntary program?",Do you think that would be a good idea?,a voluntary program would be a good idea,,present,you,second,unknown,question,SWBD,no,NA,NA,0.090909091,0.301511345,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0",neutral,11,0.909091,0.090909
960,SWBD-397,think,question,"B: I can understand that very easily. I've had a class on, um, R Base and also in Paradox A: Uh-huh. B: and both of those seem very easy to use compared to D Base. A: Uh-huh.",Do you think D Base is more flexible or allows you to do more.,D Base is more flexible,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0",neutral,8,1.000000,0.000000
961,SWBD-398,notice,question,"B: You know, how can you help depending on the day care center, you know, A: Yeah. B: you got to when you hear about all the horrible things that happen in day care centers,","have you ever noticed they're always like a family owned center where the mother and the daughter and the son run it, you know, kind of thing.",day care centers are always like a family owned center,,past,you,second,unknown,question,SWBD,yes,NA,NA,2.5,0.755928946,"3, 1, 3, 3, 2, 3, 3, 2",entailment,8,1.000000,2.500000
962,SWBD-399,know,question,"A: It's no more costly than renting one. The last, see I went about two or three weeks ago and saw FX TWO and that is a really good movie, if you like special effects, kind of gory and lots of, you know action. B: Uh-huh.  I have not done that one, I don't know if I have even heard of that one. A:","Um, do you know that I don't follow performers,",he doesn't follow performers,,present,you,second,unknown,question,SWBD,yes,NA,NA,2,2.138089935,"3, 3, 3, 3, -3, 1, 3, 3",entailment,8,0.875000,2.000000
963,SWBD-4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:","And if they know some practice is wrong, you know,",some practice is wrong,,present,they,third,plural,conditional,SWBD,yes,NA,NA,1.272727273,1.103712743,"-1, 1, 2, 1, 1, 2, 1, 2, 0, 3, 2",entailment,11,0.818182,1.272727
965,SWBD-400,think,question,"A: Now the best, the supporting actor, he was good, but from what I heard, the guy who got it was better, so you know, I can see that. B: Yeah. A: But, oh, B:",You think my daughter would like it?,her daughter would like it,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.2,0.632455532,"0, 0, 0, 0, 0, 0, 0, -2, 0, 0",neutral,10,0.900000,-0.200000
966,SWBD-401,know,question,"A: in a lot of parts, yeah. I know Texas is supposed to be flat, but you know, down by the Denison Dam there's a lot of, uh, B: Uh-huh.  Sherman and Denison,",do you know my grandparents live in Durant?,her grandparents live in Durant,,present,you,second,unknown,question,SWBD,yes,NA,NA,3,0,"3, 3, 3, 3, 3, 3, 3, 3, 3, 3",entailment,10,1.000000,3.000000
967,SWBD-402,know,question,"A: Um, yeah, I guess that's not an easy solution. there's no easy solution for that. B: Uh-huh.  I don't know that there is an easy solution, but if you could find a way to prevent some of it, and I'm not sure what it would be. It would be money better spent than, A: Uh-huh. B:",do you know it costs more to keep an inmate on death row than it does to send a kid to Harvard?,it costs more to keep an inmate on death row that it does to send a kid of Harvard,,present,you,second,unknown,question,SWBD,yes,NA,NA,1.75,1.58113883,"2, 2, 2, 2, 3, -2, 2, 3",entailment,8,0.875000,1.750000
970,SWBD-405,think,question,"B: So am I. A: Are you, B:","You know, I think it's kind of coming back around to that, don't you,",it's kind of coming back around to that,,present,I,first,singular,question,SWBD,no,NA,NA,1.416666667,1.240112409,"1, 1, 2, -2, 2, 1, 2, 2, 1, 2, 3, 2",entailment,12,0.916667,1.416667
971,SWBD-406,know,question,"B: the Arabs all of a sudden uh, are cheering for Baker on his drive to reconcile relations with the Israelis, so it's like, A: Well, Baker is really not very much pro Israel. B: Yeah I, A:","And did you know John Sununu is, uh, half Arab?",John Sununu is half Arab,,past,you,second,unknown,question,SWBD,yes,NA,NA,1.777777778,0.833333333,"2, 3, 2, 2, 2, 2, 1, 2, 0",entailment,9,0.888889,1.777778
972,SWBD-408,hypothesize,question,"B: how'd you like to own a piece of property where your lake is going sour because of acid rain. A: Right.  Right. B: It's, uh, really a serious issue for those of us up in this, uh, sector up here. A:","um, or do you hypothesize that most of the, uh, smog or air pollution comes from vehicles",most of the smog or air pollution comes from vehicles,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0",neutral,10,1.000000,0.000000
975,SWBD-410,think,question,"B: Um, gee, I don't, I mean, I guess it's the stuff that comes out of automobile exhaust, you know, they say in the paper nitrous oxides and ozone and all that. A: Right. B: So, I believe them but I'm not a chemist. A:","uh, do you think that those are bigger contributors than things like acid rain and some of the pollutants that come from, uh, industrial areas, factories and so on?",nitrous oxides and ozone are bigger contributors than things like acid rain,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0, 0",neutral,9,1.000000,0.000000
979,SWBD-414,find,question,"A: Boy that really takes someone who is bold to do that. B: Well, yeah, it's pretty bad. A:","Well, now, do you find that security is very good in a town home?",security is very good in a town home,,present,you,second,unknown,question,SWBD,yes,NA,NA,0.090909091,0.301511345,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0",neutral,11,0.909091,0.090909
985,SWBD-42,believe,modal negation,"A: I thought Carter was good too, and that was, yeah, B: Did you? I always liked him, I thought he was great at the time and I just couldn't get over the fact that Reagan beat him.","you know, that I just couldn't believe that he got voted out.",Carter got voted out,AB,past,I,first,singular,negation,SWBD,no,NA,NA,2,1.885618083,"3, 3, 3, 3, 3, 2, -1, -2, 3, 3",entailment,10,0.800000,2.000000
987,SWBD-421,think,question,"A: Well I, uh, when is your next one, uh, scheduled now. B: Well it's like, the last one was my high school graduation the next one was when I graduated from college, so I guess about two more years. A: Yes, well,",and do you think you'll have a baby to take back with you.,speaker B will have a baby to take back with her,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0",neutral,8,1.000000,0.000000
989,SWBD-423,think,question,"B: Yeah, it's called VCX or something like that. Also called Delta Clipper, which is a decent name for something like that. A: Wow.  Well, I don't know.","you think you'd, uh, go up in space if you had a chance?",speaker B would go up in space if he had a chance,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.2,0.632455532,"0, 0, 0, 0, -2, 0, 0, 0, 0, 0",neutral,10,0.900000,-0.200000
994,SWBD-428,think,question,"A: Uh, I saw Seven Eleven that was hiring. B: Well, I'm sure with the new, uh, contract awarding","I think it went to Lockheed, didn't it?",the contract went to Lockheed,,present,I,first,singular,question,SWBD,no,NA,NA,1.090909091,0.70064905,"1, 1, 0, 0, 1, 2, 1, 1, 2, 1, 2",entailment,11,0.818182,1.090909
999,SWBD-432,think,question,"A: That most of it is plea bargained, uh, half way through or most of the cases are plea bargained anyway. B: Right. A: But, uh, uh, how do you feel uh, about the jury system itself?",do you think that should be changed?,the jury system should be changed,,present,you,second,unknown,question,SWBD,no,NA,NA,0.375,1.060660172,"0, 0, 3, 0, 0, 0, 0, 0",neutral,8,0.875000,0.375000
1003,SWBD-436,think,question,B: and both of those seem very easy to use compared to D Base. A: Uh-huh. Do you think D Base is more flexible or allows you to do more.,Or do you think the others are pretty much compatible these days?,the others are pretty much compatible these days,,present,you,second,unknown,question,SWBD,no,NA,NA,0.2,0.632455532,"0, 2, 0, 0, 0, 0, 0, 0, 0, 0",neutral,10,0.900000,0.200000
1004,SWBD-437,think,question,"B: But I think with the way the future is, um, economy wise, I don't think it's going to be realistic. A: I know. Unfortunately, that's probably true.","Um, do you think the parents spend quality time with their kids",the parents spend quality time with their kids,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.375,1.060660172,"0, 0, 0, 0, -3, 0, 0, 0",neutral,8,0.875000,-0.375000
1006,SWBD-439,think,question,"B: although in my case I might have been more, uh, sympathetic with the person who got caught, I don't know. A: Uh-huh.  So, uh, were the, uh, sentences that the judge handed out what you thought to be fair, or would,","if you were deciding, do you think that they would have been different.",the sentences would have been different,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.166666667,0.577350269,"0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0",neutral,12,0.916667,-0.166667
1013,SWBD-445,guess,question,A: I think there really is. B: It's kind of an easy thing to talk about. A:,"Oh, I guess the work force would be the main, wouldn't it.",the work force would be the main,,present,I,first,singular,question,SWBD,no,NA,NA,1.416666667,0.668557923,"1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 2, 1",entailment,12,1.000000,1.416667
1015,SWBD-447,think,question,"B: Uh-huh. So, yeah, that's the thing is just to look at the school system in the area that you move into before you. A: Uh-huh. Of course we have a slight problem in that, uh, the number of the illiterate in America is mushrooming at this point, and, uh, you know, where our kids might be in a great school, we're still paying an awful lot of taxes for people who are on welfare and unemployment because they can't read, you know. B: Uh-huh. A: So. B:","But do you think that there should be, um, nationwide, um, curriculum?",there should be a nationwide curriculum,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0, 0",neutral,9,1.000000,0.000000
1017,SWBD-449,understand,question,"A: Oh, okay. uh, you ready to begin? B: We might as well. A: Oh, okay. Okay. B:","I understand we are doing care of the elderly, right?",they are doing care of the elderly,,present,I,first,singular,question,SWBD,yes,NA,NA,1.2,1.316561177,"2, 1, -2, 1, 3, 2, 1, 2, 1, 1",entailment,10,0.900000,1.200000
1019,SWBD-450,think,question,"B: And yet, uh, I we-, I hope to see employer based, you know, helping out. You know, child, uh, care centers at the place of employment and things like that, that will help out. A: Uh-huh. B: What do you think,","do you think we are, setting a trend?",they are setting a trend,,present,you,second,unknown,question,SWBD,no,NA,NA,0.1,0.316227766,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0",neutral,10,0.900000,0.100000
1020,SWBD-451,think,question,"A: that's one difference. There really wasn't a lot of difference. B: I didn't, see I never even heard that there was a book tied in with that movie. That's interesting. That was a good movie, too. A:","Well, do you think we covered baseball?",they covered baseball,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.1,0.737864787,"-2, 0, 0, 0, 0, 0, 0, 0, 1, 0",neutral,10,0.800000,-0.100000
1021,SWBD-452,think,question,"A: So, we're comparable. B: Yeah. A: As a matter of fact, I just paid my Richardson taxes because I live in Richardson and supplemented the Robin Hoods very thoroughly, I think. B: Yeah,","I think Yeah, we have got it on the line, don't we.",they have got it on the line,,present,I,first,singular,question,SWBD,no,NA,NA,1.8,1.032795559,"3, 2, 1, 2, 0, 3, 1, 3, 2, 1",entailment,10,0.900000,1.800000
1022,SWBD-453,think,question,"B: Yeah, that's probably true. You know A: But, I think that's a small, uh, number could, B:","but even through those groups, do you think that they participate as much as maybe they used to?",they participate as much as maybe they used to,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0",neutral,8,1.000000,0.000000
1025,SWBD-456,think,question,"A: Sometimes you hear things on the radio that, you know, could be true or couldn't be. B: Uh-huh. A: Uh, do you feel like this is, I guess they're spending a billion or so a year on this AIDS research. B: Uh-huh. A:",Do you think they should spend more?,they should spend more,,present,you,second,unknown,question,SWBD,no,NA,NA,0.272727273,0.904534034,"0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0",neutral,11,0.909091,0.272727
1026,SWBD-457,think,question,"B: when you've lost something or uh, uh, don't have what other people have that's when you tend to realize, you know, what's out there and you know, what you have and what you don't have. A: Yeah I agree. B: So the original question,","do we think they're you know, a security threat?",they're a security threat,,present,we,first,plural,question,SWBD,no,NA,NA,0.1,0.316227766,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0",neutral,10,0.900000,0.100000
1029,SWBD-46,say,modal negation,"A: It's depressing. B: Uh-huh, it is, and you know, you don't spi-, well. Speaking for myself I don't sleep as well, when I am not exercising, and uh, it's harder to get out of bed in the morning and all kinds of stuff, your body just gets used to it. Yeah, I don't particularly enjoy it. Well I used to lift weights an awful lot, and stuff like that. I do enjoy riding bike,","but as far as the working out and lifting and things like that. Uh, I can't say I really enjoyed it all that much,",he really enjoyed working out and lifting all that much,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-2.4,0.516397779,"-2, -2, -2, -2, -2, -3, -2, -3, -3, -3",contradiction,10,1.000000,-2.400000
1030,SWBD-460,think,question,"A: And I haven't quite figured that out, if they figure they have got it won or if there's no real hurry because the first three quarters or, uh, uh, if something happens that that adrenalin starts flowing. They say, hey, we got to do something now. And then start playing the game the way the game should be played toward the last few minutes. B: Yeah. A: So, I don't know I'm looking for a good year. I guess we're always looking for a good year. B:","So, obviously though, do you think they're going to do anything in the playoffs to make it to the Super Bowl this year",they're going to do anything in the playoffs to make it to the Super Bowl this year,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.090909091,0.70064905,"0, 0, 0, -2, 0, 0, 0, 0, 1, 0, 0",neutral,11,0.818182,-0.090909
1031,SWBD-461,guess,question,"A: Well, I don't know, uh, I have a hard time getting, uh, people on the telephone. B: Oh really. A: Uh-huh, getting through to anybody. Sometimes I call off and on all day, B: Huh. A:","but anyway, uh, I guess we're supposed to be talking about family reunions aren't we.",they're supposed to be talking about family reunions,,present,I,first,singular,question,SWBD,no,NA,NA,2,0.5,"1, 2, 2, 2, 2, 2, 2, 3, 2",entailment,9,1.000000,2.000000
1033,SWBD-463,think,question,"B: uh, but it's worked out for my family, to have my cake and eat it too, kind of thing. A: Yeah.  Yeah, that's a good deal. Where do you think this is going in the future,","I mean, do you think things are going to change,",things are going to change,,present,you,second,unknown,question,SWBD,no,NA,NA,0.4,0.843274043,"2, 0, 2, 0, 0, 0, 0, 0, 0, 0",neutral,10,0.800000,0.400000
1036,SWBD-466,think,question,"A: Yeah, thirty years ago I had a college job, uh, working as a programmer and we had to write code in binary and, uh, have it punched in on those little cardboard cards which, I don't think exists anymore. B: I know.  No. A: You never see one of those punch cards anymore. B:","Uh, I think TV has a lot to do with the changes, too. Don't you?",TV has a lot to do with the changes,,present,I,first,singular,question,SWBD,no,NA,NA,0.8,1.032795559,"2, -1, 1, 1, 1, -1, 1, 2, 1, 1",entailment,10,0.800000,0.800000
1037,SWBD-467,think,question,"A: Yeah. The radio doesn't really have much news sometimes. The stations I listen to are just mainly music. B: Yeah, I think you pretty much have to listen to all news station to get any news at all. A: Yeah.","Do you think that TV is, uh, pretty accurate.",TV is pretty accurate,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0",neutral,8,1.000000,0.000000
1038,SWBD-468,notice,question,"A: No, not really. I spends a lot of time with our income tax, though. especially, this year and last year. Um, I have been married for just a few years, so I've had to really switch around from the EZ form to the, uh, B: Schedule A. A: Right. B: Well, yeah. A: All the deductions and all that. B:","Did you notice that when they passed the new simplified tax act, it seemed like it made everything harder?",when they passed the new simplified tax act  it seemed like it made everything harder,,past,you,second,unknown,question,SWBD,yes,NA,NA,2.090909091,0.53935989,"2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2",entailment,11,1.000000,2.090909
1040,SWBD-47,say,modal negation,"A: uh I picked up a bunch of Craftsman tools from the forties that my wife's father owned when he was alive B: Uh-huh. A: and so I do have a band saw and a router and, uh, things like that out in the garage.",But I can't say I use them very often.,he uses them very often,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,1.726888201,"2, -2, -3, -2, -3, -3, -3, -3",contradiction,8,0.875000,-2.125000
1041,SWBD-470,know,negation question,"A: Yeah, it's interesting because, uh, we're just having conversation on this, uh, with a couple of people yesterday. And I was expressing my frustrations that, uh, so many problems, I work in a high school, are that kids don't have a degree of self-discipline which may be reflected in society at large. Uh, and you can't expect in a classroom for a particular course an hour a day to counteract, uh, sixteen or seventeen years of influence at home. B: Right. A: Um, and, it's seen more so because when you call parents up, many parents won't even recognize that there is a problem and they'll say, oh, well, my kid, I've never heard anything about this before. This is the first time there have been problems.","and, you wonder, don't these parents know that teachers talk,",teachers talk,,present,parent,third,plural,question,SWBD,yes,NA,NA,2.444444444,1.666666667,"3, -2, 3, 3, 3, 3, 3, 3, 3",entailment,9,0.888889,2.444444
1042,SWBD-48,feel,modal negation,"A: Right, they don't want anyone with particular experience or knowledge of the legal system. B: Exactly.  Uh-huh, exactly. Uh, A: And they tend, and since anyone can get out of it who basically says they don't want to do it, I mean, you know, it's anyone can get out of jury just about, uh, so, uh, it's not really my peers that, let's say I were arrested falsely or not and put up for a jury","I wouldn't feel that, uh, I would be being tried by a jury of my peers.",he would be being tried by a jury of his peers,CI,present,I,first,singular,negation,SWBD,no,NA,NA,-1.454545455,1.572490786,"-2, -1, -2, -3, -2, -2, -2, 3, -1, -2, -2",contradiction,11,0.909091,-1.454545
1044,SWBD-50,believe,modal negation,"B: Yeah, it is. A: For instance, B: I'm a historian, and my father had kept them, I think, since nineteen twenty-seven uh, but he burned the ones from twenty-seven to fi-, A: My goodness. B:","I could not believe he did that,",his father burned the ones from twenty-seven,AB,past,I,first,singular,negation,SWBD,no,NA,NA,2.25,1.38873015,"3, 3, 2, 3, 3, -1, 3, 2",entailment,8,0.875000,2.250000
1048,SWBD-54,say,modal negation,B: not going to help. It's never helped my personal situation.,I can't say it would help with theirs either.,it would help with their personal situation,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-2,1.414213562,"-2, -3, -1, -3, 0, -3, -3, -1, -3, 1, -3, -3",contradiction,12,0.833333,-2.000000
1049,SWBD-55,imagine,modal negation,"B: What you want. where do they get it?. A: Well, I don't know, I guess they don't have it at home, B:","I can't imagine it would stay fresh long enough to,",it would stay fresh long enough,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-1.375,1.597989809,"-1, 2, -1, -2, -3, -1, -3, -2",contradiction,8,0.875000,-1.375000
1050,SWBD-56,see,modal negation,"B: so there's only been really one working. A: Uh-huh, same here. Uh-huh. B: And, uh, it works for me",but I can't see that it would work for probably the majority of people.,it would work for probably the majority of people,AB,present,I,first,singular,negation,SWBD,yes,NA,NA,-1.375,1.505940617,"-2, -2, -2, -2, -1, -1, 2, -3",contradiction,8,0.875000,-1.375000
1055,SWBD-60,say,modal negation,"B: Well, that's kind of the way I feel about rock and roll sometimes, too, I guess. They don't really, has kind of the same sound over and over, and the other thing I don't like about it is they have a tendency to play the instrumental so loud that you can't understand what the lyrics are A: Um. Right. B: you can't understand what they're saying on some of those songs which probably is just as well on some of them, too. A: Yeah.","And I can't say that I like a lot of the very modern, uh, rock and roll,",she likes a lot of the very modern rock and roll,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-1.4,1.712697677,"-1, 1, 2, -2, -3, -3, -2, -3, -2, -1",contradiction,10,0.800000,-1.400000
1056,SWBD-61,say,modal negation,"A: so I watch the fish, you know. Whatever I can do to keep myself occupied. I like to have the TV on, because that usually keeps me, um, more occupied. It kind of takes the time away and I don't realize, that's really the only time I ever watch TV, is when I'm on the bike. and then usually after I'm done riding the bike, just to cool myself down, I usually take a walk, you know, and that just kind of uh, gets me, you know, to where I'm not quite as tired I guess. But it's definitely a task. B: You think so? A:",I can't say that I really enjoy it.,she really enjoys it,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-2.5,0.527046277,"-2, -3, -2, -3, -2, -3, -2, -3, -2, -3",contradiction,10,1.000000,-2.500000
1059,SWBD-65,believe,modal negation,"A: Yes, yes it is. Down in the more southern and western areas. And, of course we are, um, about two hours from the northern border, straight south, B: Yeah. A: and, uh, very windy.","It's amazing to me because I have only lived in Dallas for three years, and I can not believe that the wind blows all the time.",the wind blows all the time,AB,present,I,first,singular,negation,SWBD,no,NA,NA,1.7,1.766981104,"3, 2, 2, 2, 2, -3, 3, 3, 1, 2",entailment,10,0.900000,1.700000
1061,SWBD-67,say,modal negation,"B: Yeah. I understood that. you know, I work full time and I have two kids so my spare time usually involves something with the kids. A: Yeah. B: You know, hobbies,",I can't really say that we have hobbies.,they have hobbies,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-1.875,0.83452296,"-2, -3, -1, -3, -2, -2, -1, -1",contradiction,8,1.000000,-1.875000
1062,SWBD-68,believe,modal negation,"A: But, no it would seem like it would be the same way on the California coastline, wouldn't it? B: Oh, gosh, I think I would hate to live in California, the smog there. A: Uh-huh. B:","I mean, I can't believe they have warnings here, which it's mainly just when it gets real, real hot.",they have warnings here,AB,present,I,first,singular,negation,SWBD,no,NA,NA,2.333333333,1.435481125,"2, 2, 3, 3, -2, 3, 3, 2, 3, 3, 3, 3",entailment,12,0.916667,2.333333
1063,SWBD-69,believe,modal negation,"B: No, it was, I didn't like the way it ended. A: I know, well the only reason I know why it ended is on Arsenio Hall one night, Christopher Reeves told, that, you know, B: Uh-huh. A:",I can't believe they killed them.,they killed them,AB,present,I,first,singular,negation,SWBD,no,NA,NA,2.2,1.475729575,"3, 2, 3, 3, 3, -1, 3, 3, 3, 0",entailment,10,0.800000,2.200000
1065,SWBD-70,believe,modal negation,"B: Yeah. Those are pretty. A: Number one turned out just great,",and the lady said she couldn't believe that they know that I had done it in the color that they had decorated the nursery,they know that she had done it in the colors that they had decorated the nursery,AB,past,she,third,singular,negation,SWBD,no,NA,NA,1.909090909,1.300349603,"3, 3, 1, 3, 3, -1, 2, 1, 2, 3, 1",entailment,11,0.909091,1.909091
1070,SWBD-75,think,negation,"A: That is the reason, I don't play over there. B: Yeah. A: I like the course, but I don't play over there because, they don't, uh, you know don't allow you to pull a cart. B: Right. A:","And, I don't think a cart damages the turf.",a cart damages the turf,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,0.640869944,"-3, -2, -2, -3, -2, -2, -1, -2",contradiction,8,1.000000,-2.125000
1072,SWBD-77,think,negation,"A: Okay. Uh, one of the things they talked about was, uh, what do we think about a judge making the decision? B: Uh-huh. A: And I really don't agree with that. I think that the trial by jury is better, uh, you know, having a unanimous decision rather than to have one person be responsible.","I don't think that they could be objective in every case, every time.",a judge could be objective in every case,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.5,0.534522484,"-2, -3, -3, -2, -2, -3, -3, -2",contradiction,8,1.000000,-2.500000
1073,SWBD-78,think,negation,"B: I do not know. I wonder where he gets it? You know, you must, I think TV is bad. Because they, uh, show all sorts of violence on, A: That and I do not think a lot of parents, I mean, I do not know how it is in the Air Force base. But, uh, I just do not think a lot of people, because of the economy, both need to work, you know.",I just do not think a lot of parents are that involved any more.,a lot of parents are that involved,,present,I,first,singular,negation,SWBD,no,NA,NA,-2,0.852802865,"-3, -3, -1, -1, -2, -2, -2, -2, -3, -1, -1, -3",contradiction,12,1.000000,-2.000000
1074,SWBD-79,think,negation,"A: Highland Park's thinking about going that route. B: Uh-huh. A: So it, and then I think that's going to push teachers to dress a lot more professionally than they do. B: Yeah,",I don't think a lot of teachers are very professional,a lot of teachers are very professional,,present,I,first,singular,negation,SWBD,no,NA,NA,-2,1.309307341,"-3, -2, 1, -2, -3, -2, -3, -2",contradiction,8,0.875000,-2.000000
1076,SWBD-80,think,negation,"A: Now the part about where you said the apartment complex puts up signs that says no soliciting, I've even gone so far as to put that, I've got a storm door on the front of the house and I've put, in, I don't know how much clearer it can be, it's a red sign with silver letters saying no soliciting. I guess I should make another one that says religious or otherwise, cause I still get, B: Yeah, yeah, that's true, yeah. No I didn't go that far but, uh, yeah I probably could do the same thing, uh, you know, I don't have a storm door, but I'm sure I could rig up something.",But you know I don't think that that would stop people.,a no soliciting sign would stop people,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.545454545,1.12815215,"-2, -2, 0, -1, -2, -2, 1, -2, -2, -2, -3",contradiction,11,0.818182,-1.545455
1079,SWBD-83,think,negation,A: That's true. B: And they're going to be really struggling,and I don't think that America is currently the type of environment where struggling up from the bottom is necessarily considered to be good.,America is currently the type of environment where struggling up from the bottom is necessarily considered to be good,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.8,1.316561177,"1, -3, -1, -3, -1, -2, -1, -3, -2, -3",contradiction,10,0.900000,-1.800000
1080,SWBD-84,think,negation,"B: But I like dogs and my husband likes cats. So we haven't reached a real agreement on that yet. If we get a place where we can have both, it'll be great, but until then, A: Yeah, I like both,","but since I'm in an apartment, I don't think an apartment is big enough for a dog.",an apartment is big enough for a dog,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.1,0.737864787,"-1, -1, -2, -2, -2, -3, -2, -3, -2, -3",contradiction,10,1.000000,-2.100000
1082,SWBD-86,think,negation,"A: Okay. Well, let's see, well, we keep our paper bags lined up in the garage for glass and, uh, plastics and, uh, we make the dump over to the Wal-Mart bins there as soon as they're full. I guess we collect milk cartons and whatever other plastics are acceptable. B: Are you in the part of town where, uh, they have gotten into the other containers yet for recycling? A: No, no,",I didn't think that anybody had those at all yet.,anybody had recycling containers at all yet,,past,I,first,singular,negation,SWBD,no,NA,NA,-1.75,0.707106781,"-2, -1, -1, -3, -2, -1, -2, -2",contradiction,8,1.000000,-1.750000
1083,SWBD-87,believe,negation,"B: he refuted it, it just was not effective enough to... A: Well, he didn't refute it til the last two weeks of the campaign. He didn't believe anybody would believe that. And indeed his trend started upward. B:","Well see, I didn't believe anybody would believe that either.",anybody would believe that,,past,I,first,singular,negation,SWBD,no,NA,NA,-1.777777778,1.56347192,"-3, 2, -2, -2, -2, -3, -1, -2, -3",contradiction,9,0.888889,-1.777778
1085,SWBD-89,think,negation,"A: Yeah, I think that's what aggravates a lot of people, is somebody does get a life sentence in place of the death penalty, and they wind up back on the streets after five years or six years or like the kid on the news tonight out in Mesquite who was out in six months.. B: Uh-huh. Yeah, it's just our criminal system is just so, I guess, overloaded, but the problem is not so much with the prison system, you know, I mean, because the cops are out there doing their job enforcing the laws, and the prison system are just, you know, they're trying to cope with them, but, you know, the thing about capital punishment I, you know,","a lot of people don't think it would be a deterrent, uh, to future crime,",capital punishment would be a deterrent to future crimes,,present,people,third,singular,negation,SWBD,no,NA,NA,-1.583333333,0.900336637,"-3, -2, -2, -2, -2, 0, -2, -2, -1, -1, -2, 0",contradiction,12,0.833333,-1.583333
1087,SWBD-90,believe,negation,"A: No, it doesn't. B: And, of course, your court system when you get into the appeals,",I don't believe criminal is in a court by itself.,criminal is in a court by itself,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.875,0.640869944,"-2, -2, -2, -1, -1, -2, -2, -3",contradiction,8,1.000000,-1.875000
1091,SWBD-94,realize,negation,"B: And she got kind of fearful of being on her own. She never really ate very well. It was one thing. She hardly ever took care of herself A: Yeah. B: and she didn't eat. She ate very poor so I think she was, you know, bad, uh, nutrition on top of it. And, uh, she got to the point she didn't want to alone anymore. So, A:","So often I think though, elderly people don't realize that their diet is that bad.",elderly people's diet is that bad,,present,people,third,singular,negation,SWBD,yes,NA,NA,1.818181818,0.873862898,"1, 2, 2, 0, 2, 2, 3, 2, 1, 3, 2",entailment,11,0.909091,1.818182
