index,uID,Context,Target,mean_vote
1013,SWBD-446,"B: it is a lot of repeat crime. And you are like, why are they repeating? They should have been in there longer. Or, A: I know. And then you think, I mean, I mean, I can remember, I have not been out of school that long, but it has been at least ten years. And you think to yourself, was it that bad back then? Or is it just, I think that, like you said, television?","Is it just that more people think there is like excitement in it, you know?",0.5454545454545454
1015,SWBD-448,"B: Yeah, I think that, um, in the future, um, the family unit as it once was known, is going to be nonexistent. what do you think? A: About? B: That as far as",do you think there's going to be still a family unit,-0.4
1017,SWBD-45,"A: Well, uh, it seems to me uh, that I do not know whether the jury system, uh,",I should not say I do not know.,1
1022,SWBD-454,"B: But, then, you know, I think that some murderers don't really warrant capital punishment. You know, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them A: Uh-huh.  Uh-huh.  Right, uh-huh. B: and I don't think, that would really warrant capital punishment. A: Uh-huh,","huh. Do you think they should be punished at all, or, uh, like go to prison, uh,",0.375
1023,SWBD-455,"A: But, you know, I think that, um, we chose to have our official feelings hurt. B: Uh-huh. A: Where a lot w-, B:","Well, do you think that, uh, we should ignore it and just allowed him to go ahead and, uh, you know, move on into Kuwait and see what happens?",0
1026,SWBD-458,"A: And now, uh, it's pretty much an economic necessity in most places for both parents to work. B: Do you think it's an economic necessity","or do you think that we're, uh, all trying to keep up with a certain standard of living?",0.25
1027,SWBD-459,"B: Oh, boy. He is tough, he has an incredible leg. A: He is.  Yes. B:","Well, do you think they're going to be able to make it this year, past the first playoff game?",-0.2
1031,SWBD-462,"B: So I've never really cared. Now, what I was, you know, before I was married and before I went to graduate school, I used to do little sports car racing. it was never my own car A: Uh-huh. B: it was always someone else's. And that sort of thing I enjoy, but to go out and drive, uh, never has really had any appeal to me in that regard. A: Uh-huh. B:",So. Well I guess we've discussed that enough don't you think.,1.375
1033,SWBD-464,"A: Okay. You know our family right now, uh, the most of it, there is only a few stragglers, uh, with any distance. There is one cousin out in Colorado, uh, uh, some cousins over in Phoenix, uh, I got a sister over in, uh, Washington State. Uh, the rest of them are within, you know, a couple hours drive. B: Well, uh, how do you all communicate? Like to plan it and every thing.","Do you all just call each other up on the phone and say this is the weekend we are going to do it,",0.5
1034,SWBD-465,"B: Uh, yes. It's about why there aren't more people that are voting and participating in... A: And what is your feeling?",Do you think this is vital important?,0
1038,SWBD-469,"B: Well, if you're from Iowa, you must be very artsy crafty. Everyone I've ever known from the Midwest can do everything with their hands. A: Oh, well, actually I'm from California and before then I was from Utah. So. B:",I didn't know anyone ever moved from California to Iowa?,0
1042,SWBD-49,"A: Uh-huh. Yeah, my wife's from the western part of Virginia, we've been down the parkway a lot, but I didn't know how much camping areas there were along there. B: I think there's quite a few.",I can't say I've checked them all out though.,-1.5454545454545454
1044,SWBD-51,"B: And they may have some different idea, I mean, it might be more important for them to put a sentencing down that was, uh, longer, you know, that the punishment didn't fit the crime. Or not long enough or, you know, whatever the case may be. A: Uh-huh.  Yeah. B: I think the judges do have that better knowledge of it. The only thing I worry about sometimes is if you get somebody in there that has a name, that is the defendant and, you know, sometimes, might have more pull, which does happen. A: Uh-huh. B:","I mean, we can't say it doesn't, because it does happen.",-1.125
1045,SWBD-52,"A: I mean, it looked darker to him, because he was in the house with the lights on. B: Right. A: When I was out walking, it, was more of a predawn type, pretty, but, huh-huh,",he didn't think it looked predawn to him.,0.5454545454545454
1046,SWBD-53,"A: That's the other thing. I mean a lot of people as kids or, you know, young people get into some things that they get out of later on and I don't think they should really have to pay for that forever. B: Yeah. There's a lot of things you do as a kid that you wouldn't do as an adult A: Yeah. B:",but you can't say it was wrong at the time.,-1.375
1050,SWBD-57,"A: they can be selective, right. B: And they, that's right, they have the ability to be selective.","But you can't say then, well, public schools are not as good.",-1.125
1051,SWBD-58,"B: it would get snatched right off your arm. A: that's true. But I was thinking boy, in Dallas, if somebody asked me if there were places you wouldn't go by yourself at night, I'd have to set them down for about five or ten minutes to list all the places out. B: Oh sure. A:","I mean, I couldn't believe that she couldn't think of any place.",1.625
1052,SWBD-59,"A: And that didn't help at all? B: No, I don't, the crime is not any better or any worse, I mean it's, A: Huh. B:","I shouldn't say I don't know if it was any worse,",0.09090909090909091
1053,SWBD-6,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were going to have to use it, like that, that may be good.",0.7777777777777778
1056,SWBD-62,"A: Yeah. Wouldn't that be awful if you were using, and oh, lose your job and everything. B: Which I thought was interesting.  Oh, man, yeah.  Ooh, yeah. A:",I can't believe I was so brazen before.,0.75
1057,SWBD-64,"B: That's right, and then they, uh, poof it off, you know, do like Tarpley. A: Yeah. B: But, uh, I","what gets me is I can't believe that uh, or, our state legislature can't come up with, uh, some kind of workable means to have funds for the school.",1
1059,SWBD-66,"B: But, uh, A: Yeah, well, you know, the call for help is what scares me now because it just, I don't know, people just don't, I don't know,","I can't say they don't care, because people just have to care about another person.",-0.625
1063,SWBD-7,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake",0.5
1065,SWBD-71,"B: Uh-huh, exactly, not what color you are, how old you are, what you're male or female. That would be wonderful, I guess it's kind of an ideal world though, huh. A: Yeah, I kind of think, maybe in time, that, you know, you'll go by social security numbers, you know, B: Yeah. A:","and that way they can't say well they picked a male over a female, female over a male, you know,",-0.75
1066,SWBD-72,"B: So it's A: Yeah. B: definitely but, uh, I don't know.",I couldn't believe they suggested that judges should be doing the sentencing.,1.2
1067,SWBD-73,"A: So you know, and I think it would be very difficult to uh, find a panel that would not have seen it and known of what was going on. B: Oh, I agree with you","but I can't imagine that they would do an all white jury without having some sort of discrimination or, you know, uh, appeal on not having a jury of his peers and all of that kind of stuff.",-0.1
1068,SWBD-74,"B: But I know some people can get, you know, carried away with them and let them get out of hand. A: Uh-huh.  It's really easy, just to forget, you know, that you charged that or charged that. I try to keep all my receipts and keep them in someplace where I know that the bill's going to come, but sometimes I forget and so, you know, a bill will come in","and I'll think, oh, no I didn't know it was going to be that high.",-0.45454545454545453
1070,SWBD-76,"B: Yeah. they own you or, you know, grant you with you their presence, you know. A: Yeah, right.  Yeah. Right. That, yes, we're supposed to appreciate them. Well, uh, when I come home in the evenings, my dog greets me at the door.","I don't know that a cat would do that, uh.",-0.875
1074,SWBD-8,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,",0.625
1076,SWBD-81,"A: Do you think the jury should have a dollar figure for losing an arm, a dollar figure for losing different body parts? B: I don't know. You know some of the health insurance is written that way. You know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much","but I don't know that you can necessarily put a value on somebody's limb, uh, arbitrarily that is always going to fit in all cases.",-1.625
1077,SWBD-82,"B: No, I always vote. A: Well, I have absentee voted in, uh, New Hampshire, and it is a fairly complicated process where you have to go pick up the ballot. B: Oh, really. A:","I do not say that it is that complicated,",-1.1818181818181819
1080,SWBD-85,"A: I mean, I guess, uh, out of all the movies, I've never been as excited to go back. I was ready to go back and see it again, you know B: Really. Yeah, yeah, you're right about that, but that's really like an all time classic.","I mean, I don't think anybody could ever beat that.",-1
1083,SWBD-88,"B: So, she tried to enter her number and it wouldn't work so she said, whew, it's for you. But, uh, you know, I don't know, I struggle with it,","but I really think that in terms of like this, I think that it might not be such a bad thing. Because, I don't know that anybody would feel good, you know, like if you let someone like that loose in your community.",-1.5
1085,SWBD-9,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:","even if you know that the threat is there it's against the law to set traps,",1.4
1087,SWBD-91,"A: You know, once it rains a little bit, it's filled up and everything else just runs off, B: Uh-huh. A: you know. B: Yeah. San Antonio has that same problem when the rains come. it's a complete mess, everything floods, all the under passes. A: Yeah. B:",I didn't realize that Dallas had that same problem.,0.16666666666666666
1088,SWBD-92,"A: The last one I saw was Dances With The Wolves. B: Yeah, we talked about that one too.","And he said he didn't think it should have gotten all those awards,",-1.375
1089,SWBD-93,"A: I mean I've never seen them do it without hose, I mean they always have hose on, but still, they're shorts, I don't care what you say, they're shorts. B: Well I think TI's dress code is pretty lax considering everything, anyway, you know, uh. A:","I didn't know that EDS has a very strict dress code,",-0.25
1092,SWBD-96,"A: I mean, that's some-, and when we pay garbage men more than we pay teachers, B: That's wrong. A: Yeah, gosh, I mean, B:","I'm not saying that garbage men should be paid less,",-1.1818181818181819
1096,WSJ-1,"Lucy, of course, is pretty and smart, though uneducated. Everyone falls in love with everyone else.","There is some pain, when Lucy has the baby and ``didn't know she would feel like this'' and wants to keep the baby.",1
1097,WSJ-101,"The distributor is R.R. Bowker, New York.  suspect sales ads are challenged by the Better Business Bureau of Metropolitan New York.",The bureau found that only two of six New York furniture stores could prove their presale prices were higher.,0.29411764705882354
1098,WSJ-102,"And even after losing a spouse, more of the elderly are staying independent. A new Census Bureau study of the noninstitutionalized population shows that 64% of people aged 65 to 74 were living with a spouse in 1988, up from 59% in 1970.","This doesn't mean they're less likely to live alone, however.",-0.058823529411764705
1099,WSJ-103,"So far, however, Sony hasn't been willing to meet its considerable financial demands.  Mr. Guber and Mr. Peters don't have much to gain from a protracted battle.","Sony, for its part, could decide that the cost of a Warner settlement or court fight is too high, choosing instead to find someone else to run Columbia, although that too would be costly given the financial arrangement already guaranteed to Mr. Guber and Mr. Peters.",0.5333333333333333
1100,WSJ-105,"``Maybe I'm a little stuffy, but I wouldn't sell them,'' sniffs Bob Machon, owner of Papa's Sports Cards in Menlo Park, Calif. ``Who knows how much they 'll be worth 100 years from now?''",And Mr. Smalling doesn't believe they're worth all that much now.,0.2
1101,WSJ-106,"Chiron, another pharmaceutical concern, is based in Emeryville, Calif.  Connaught is a biotechnology research and vaccine manufacturing concern.","Institut Merieux's bid for Toronto-based Connaught has run into problems with the Canadian government, which told Merieux last week that it wasn't convinced that the proposed acquisition would be of ``net benefit'' to Canada.",-0.9411764705882353
1102,WSJ-107,"``It's the total relationship that is important.'' The total relationship, as Mr. Lee sees it, is ``the flow of dollars to the U.S. to fund the deficits, the investments the Japanese are making in the U.S. in order to satisfy American demand that American products consumed in America should be made as much as possible in America by Americans with Japanese technology and capital.''","Japan's recent political turbulence, Mr. Lee said, may mean Japan will slow market adjustments.",0.7333333333333333
1103,WSJ-108,"These stem from a two-year federal investigation of insider trading and securities fraud on Wall Street.  Ohio, the District of Columbia, Tennessee and Illinois have been less resistant to Drexel than the other six states, but nonetheless have refused to settle so far, say those familiar with the discussions.","Drexel says it doesn't expect any of its state brokerage licenses will be revoked, and even if some are, its securities business wouldn't be directly hurt.",-1.0666666666666667
1104,WSJ-11,"The statement by Islamic Jihad, which holds at least two U.S. hostages, was accompanied by a photograph of Associated Press correspondent Terry Anderson, longest held of 18 Western hostages. The Treasury Department said S&Ls reject blacks for mortgage loans twice as often as they reject whites.","The department's Office of Thrift Supervision said that doesn't necessarily mean thrifts are biased, but conceded that it doesn't have data about applicants to determine why blacks are rejected more often.",0.2777777777777778
1106,WSJ-111,"Twenty percent don't even feel they are financially well off. Many of the affluent aren't comfortable with themselves, either.",About 40% don't feel they're more able than others.,-0.4
1107,WSJ-112,The lawyers also monitor suits to identify specific automobile parts that cause the biggest legal problems.  Mr. Pearce says law firms with the best chance of retaining or winning business with GM will be those providing the highest-quality service at the best cost -- echoing similar directives from GM's auto operations to suppliers.,This doesn't necessarily mean larger firms have an advantage; Mr. Pearce said GM works with a number of smaller firms it regards highly.,-0.8
1108,WSJ-114,"Mr. Phelan said that his predicting continued volatility is just ``how the world is. If bringing the message is a crime, I'm guilty of it.''",But he said this doesn't mean he is satisfied with the market's big swings.,-1.2666666666666666
1109,WSJ-115,"Your editorial was commendable and neatly matched by the readers ' comments in letters to the editor, ``Alar: Scaring on the Side of Caution.'' The illogic and inaccuracy of John H. Adams's comments for the National Resources Defense Council fully justifies your characterization of California's Greens in particular as ``la-la activists.''",We may all hope that California's voters will heed the scientific realities that their own university's renowned Prof. Tom Jukes provides them and ignore the charlatanry profferred by their ``wealthy Hollywood weepers.'',-0.2
1110,WSJ-116,"Mr. Van de Kamp and his allies may be hoping that the environment is such a mom and apple-pie issue among certain segments of California's population now that almost any collection of anti-scientific, anti-pocketbook nonsense can pass under its rubric. Of course the state's liberals are not yet a nation unto themselves.","George Bush, for example, may decide that he doesn't want to be the President who lost control of interstate commerce to an attorney general from California.",1
1111,WSJ-118,"It's unclear whether Eastern will succeed in overturning the arbitrator's decision, made in a long-simmering ``pay parity'' dispute that predates both the carrier's Chapter 11 petition and its 1986 acquisition by Texas Air. All Eastern's previous court efforts to head off the pilots ' demands have failed.",An Eastern spokesman said he doesn't expect that the arbitrator's ruling ``will have any overall material effect on the company's strategic plan.'',-0.4
1112,WSJ-12,"The value traded on the exchanges is close to $3 trillion. If the tax on any gain to those assets was doubled, wouldn't the value fall to the owners of the assets?","Isn't it reasonable to assume that the asset you own would be worth more if the government suddenly announced that if you sold it, you would be able to keep 30% more of its gain than you previously believed?",0.7777777777777778
1114,WSJ-121,"What about those caring people all over the country who are donating food, water and other necessities of life to these people who could be any of us?  Should they, too, stop ``messing with'' his free market?",Maybe he thinks they should also sell to the highest bidder.,-1
1115,WSJ-122,An additional 56% of this year's respondents expect the economy to slow down during the next 12 months.  Only 42% of last year's respondents anticipated slowing growth.,"Apparently, the respondents don't think that an economic slowdown would harm the major investment markets very much.",0.26666666666666666
1116,WSJ-123,"He says the contract will be considered a success if it starts trading 500 to 1,000 lots a day. Exchange officials also point out that Hibor futures were designed for institutions and corporations, not for the type of small individual investors who were very active in Hang Seng index futures and defaulted in the 1987 crash.",Mr. Cheng says the low margin required for trading futures attracted a lot of small investors before the 1987 crash who didn't realize that their risk was virtually unlimited.,1.7333333333333334
1117,WSJ-124,"``It's almost as if you're doing extra work to give away the food,'' he says. Alan D'Agosto, president of Panda's Inc., an operator of Arby's restaurants in Omaha, says: ``All we're doing is keeping the customers coming, but we aren't increasing sales.''","With fast-food outlets on every corner, he, like many, doesn't think he has a choice in the price war: ``Our customers say that they won't go into a fast-food store unless they get a coupon.''",-1.2
1118,WSJ-127,"Sterling was quoted at $1.6030, up from $1.5885 late Friday. In Tokyo Tuesday, the U.S. currency opened for trading at 141.80 yen, down from Monday's Tokyo close of 142.40 yen.","The market's attention is especially focused on a preliminary report on the U.S. third-quarter gross national product, due out Thursday, which could show the economy is continuing to expand at a relatively brisk pace.",0.8
1120,WSJ-129,The stat to reckon with here says that about three of four clubs (29 of 39) that took 2-0 Series leads went on to win it all. That's not an average to soothe Giant rooters.,"One might think that the home fans in this Series of the Subway Called BART (that's a better name for a public conveyance than ``Desire,'' don't you think?) would have been ecstatic over the proceedings, but they observe them in relative calm.",-0.06666666666666667
1121,WSJ-13,"Japan's Finance Ministry strongly denied playing any role in the New York stock-price free fall. Makoto Utsumi, vice minister for international affairs, said the ministry didn't in any way suggest to Japanese banks that they stay out of the UAL Corp. leveraged buy-out.","The ministry has never even suggested that Japanese banks be cautious about leveraged buy-outs in general, Mr. Utsumi said.",-0.8
1122,WSJ-130,"The pilots ' Mr. Dubinsky says his union would like majority ownership for employees.  At the very least, the pilots want some form of control over the airline, perhaps through super-majority voting rights.","On the other hand, the machinists have always opposed majority ownership in principle, saying they don't think employees should be owners.",-0.4666666666666667
1123,WSJ-131,"In any case, opinion is mixed on how much of a boost the overall stock market would get even if dividend growth continues at double-digit levels. Mr. Einhorn of Goldman Sachs estimates the stock market will deliver a 12% to 15% total return from appreciation and dividends over the next 12 months -- vs. a ``cash rate of return'' of perhaps 7% or 8% if dividend growth is weak.","But Mr. Boesel of T. Rowe Price, who also expects 12% growth in dividends next year, doesn't think it will help the overall market all that much.",-1.0666666666666667
1124,WSJ-132,"To argue that this is ``not likely'' to affect the economy in positive ways is contrary both to recent experience with capital-gains tax cuts and to common sense. A large part of the long-term appreciation of assets reflects inflation, and the taxation of inflation-created capital gains is confiscation.",Does the Journal really believe that people ignore the prospect of having a substantial part of their capital confiscated when they decide whether to save or how to invest?,-1.2
1126,WSJ-135,"Corresponding to the fall in profit rates was -- in the early 1980s -- the drop in the number arrived at if you divide the market value of firms by the replacement costs of their assets, the famous Q ratio associated with Prof. James Tobin. In theory, the value attached to a firm by the market and the cost of replacing its assets should be the same.",But of course the market could decide that the firm's capital stock -- its assets -- means nothing if the firm is not producing profits.,0.8
1127,WSJ-136,Revenue is estimated at $18.6 million.  The maker of document image processing equipment said the state procurement division had declared FileNet in default on its contract with the secretary of state uniform commercial code division.,"FileNet said it doesn't believe the state has a valid basis of default and is reviewing its legal rights under the contract, but said it can't predict the outcome of the dispute.",-0.4666666666666667
1128,WSJ-14,It is the promise of economic returns that is supposed to make the corporatist model attractive to both the party and labor.  The work force provides the third arm of the ``alliance.'',"Within the alliance it is supposed to act as a balancing force, guarding against excessive control by government or abuse of its economic position by business, for either could result in a deterioration of its living standards (under the new resolutions, workers councils may demand that a cooperative be closed or its prices be reduced).",0.16666666666666666
1129,WSJ-15,``Hacksaw'' and ``Bonecrusher'' are the sort of nicknames normally associated with linebackers and heavyweight contenders.,Who 'd have thought that the next group of tough guys carrying around reputations like that would be school superintendents?,0.6666666666666666
1131,WSJ-18,"During an economic slump, local tax revenues often go down, raising the risks associated with at least some municipals. And, like corporates, many municipal bonds are callable.","But a few experts, going against the consensus, don't think bonds would help investors even if a recession is in the offing.",0.05555555555555555
1132,WSJ-19,"Moreover, the old contract was about to expire, and the lineup of Guber Peters pictures for Warner wasn't as strong as it is now. Warner itself was in negotiations with MGM over certain movie and other rights, and it was ``in Warner's interest to accommodate MGM/UA, Guber and Peters by permitting them to become MGM executives,'' Mr. Daly said in his affidavit.",Warner obviously doesn't think that it is in its own interests to let Mr. Guber and Mr. Peters go off to Columbia.,-1
1134,WSJ-21,"By contrast, average dollar volume on the Big Board last year was $5.3 billion. Many investment managers say futures are useful as a way to hedge portfolios.","If managers fear that the overall stock market will fall, but want to continue owning stocks, they can hold on to specific stocks and sell a corresponding amount of futures contracts.",0.16666666666666666
1135,WSJ-24,"Even utility stocks aren't all that inexpensive, at an average of 14 times earnings.  But the two groups represent a further step in defensiveness.","If gold stocks and utilities continue to lead, it may signal that the market is in for rough times.",0.8
1136,WSJ-25,"If Mr. Gorbachev's goal is the creation of a free market, he and these Western observers have good reason to fear for his future, as economic liberalization within communist societies leads inexorably to demands for fundamental political reform accompanied by civil unrest.  These fears were clearly apparent when, last week, Secretary of State James Baker blocked a speech by Robert Gates, deputy national security adviser and Soviet expert, on the ground that it was too pessimistic about the chances of Mr. Gorbachev's economic reforms succeeding.","Yet the Soviet leader's readiness to embark on foreign visits and steady accumulation of personal power, particularly since the last Politburo reshuffle on Sept. 30, do not suggest that Mr. Gorbachev is on the verge of being toppled; nor does he look likely to reverse the powers of perestroika.",-1.1666666666666667
1137,WSJ-27,"Any settlement is also expected to exclude Mr. Guber and Mr. Peters from any of the projects they were working on at Warner.  The Guber-Peters duo have 50 projects in various stages of development and production at Warner, including ``Bonfire of the Vanities'' and ``A Bright Shining Lie.''",But that doesn't mean Mr. Guber and Mr. Peters might not eventually get their hands on some of their projects; studios develop hundreds of movies but produce only 10 to 20 each year.,-0.6666666666666666
1138,WSJ-28,"So the administration dropped it. By October, when the committee rejected a much more modest covert proposal, even the administration was agreeing little should be done.","Mr. Boren doesn't think all this influenced the failed coup this month, but he does concede that Congress has made mistakes.",-0.8666666666666667
1139,WSJ-29,"Savings and loans reject blacks for mortgage loans twice as often as they reject whites , the Office of Thrift Supervision said .","But that does n't necessarily mean thrifts are discriminating against blacks , the agency said . ",0.2
1142,WSJ-32,``They will have to throw their hat in the ring.'' A GM spokesman yesterday reiterated the company's interest in acquiring a minority stake to help Jaguar remain independent.,"A pitched battle could mean Jaguar would fetch # 10 ($16.02) a share, or about # 1.8 billion ($2.88 billion), several analysts believe.",0.5555555555555556
1143,WSJ-33,"The resolution also comes at a time when Turkey has been seeking help from the United States in resolving its Bulgarian emigration controversy and pursuing democratic reforms that may lead to membership in the European Community. Turkey has been fighting its past for years, and thus far has been only partially successful.",Must it now accept that one of its strongest allies blames it for the genocide of another people?,1.625
1144,WSJ-34,"Jeffrey Coors, 44 years old, had been president since 1985, when he succeeded his father Joseph in the job. But the brewer said Jeffrey Coors voluntarily gave up the position to focus more of his energy on Coors Technology Co., a small unit of Coors he has run for several years.","A Coors spokesman said the company doesn't believe the move will further increase William Coors's influence or reduce the influence of Jeffrey Coors, Peter Coors or Joseph Coors Jr., who run the company's three operating units.",-1.2666666666666666
1145,WSJ-35,"The value traded on the exchanges is close to $3 trillion.  If the tax on any gain to those assets was doubled, wouldn't the value fall to the owners of the assets?","Isn't it reasonable to assume that the asset you own would be worth more if the government suddenly announced that if you sold it, you would be able to keep 30% more of its gain than you previously believed?",0.8333333333333334
1146,WSJ-36,"According to the officials, Mr. Bush even read to the senators selections from a highly classified letter from the committee to the White House discussing the guidelines. They said the president conceded the notification requirement didn't affect his decision to lend only minor support to this month's Panama coup effort.","No notification was ever considered, officials said, apparently because the U.S. didn't think the coup plotters intended to kill Mr. Noriega, but merely sought to imprison him.",-0.8333333333333334
1148,WSJ-38,"I hope that you begin talking about the plan's permanent and, in my view, most beneficial feature -- indexation. Rep. Robert K. Dornan (R., Calif.) Washington",That the motivation for the two-year reduction to 19.6% is budgetary does not mean it is not in the public interest.,0.6111111111111112
1151,WSJ-42,"Equally inconceivable is that the ANC, given the chance to hold a rally, would extend a hand, albeit warily, to the government. In a message read out at the rally, exiled ANC President Oliver Tambo, who can't legally be quoted in South Africa, said the country was at a crossroads and that Mr. de Klerk ``may yet earn a place among the peacemakers of our country'' if he chooses a ``path of genuine political settlement.''","Still, this doesn't mean that either the government or the ANC is changing stripes -- or that either has moved significantly closer to the other.",-1.2777777777777777
1152,WSJ-43,Many called it simply a contrast in styles. But some saw it as a classic negotiating tactic.,Others said the Bush administration may feel the rhetoric on both sides is getting out of hand.,0.7333333333333333
1153,WSJ-46,"The joint venture licenses a portfolio of about 1,400 patents and patent applications relating to optical-disk recording technology.  IBM and MCA formed Discovision in 1979 to make laser-read optical products.",But the partners didn't believe the market for the systems was developing as rapidly as they had hoped.,-0.3333333333333333
1154,WSJ-47,"Judge Keenan also directed the prosecutors to show that Mrs. Marcos's Fifth Amendment right against self-incrimination won't be violated. Mrs. Marcos's attorney in New York, Sandor Frankel, declined to comment on the ruling.",Mrs. Marcos hasn't admitted that she filed any documents such as those sought by the government.,-0.2222222222222222
1156,WSJ-50,"An experimental vaccine can alter the immune response of people infected with the AIDS virus, a prominent U.S. scientist said.","However, that doesn't mean they can benefit from the vaccine.",-0.875
1157,WSJ-51,"``This marks a significant shift in the interest rate outlook,'' says William Sullivan, director of money market research at Dean Witter Reynolds Inc., New York. Any sustained credit-easing could be a lift for junk bonds as well as other securities.","Robert Dow, a partner and portfolio manager at Lord, Abbett & Co., which manages $4 billion of high-yield bonds, says he doesn't think there is any fundamental economic rationale for the junk bond rout.",-0.26666666666666666
1159,WSJ-53,"Robert Hafer, senior commodities analyst at Kaiser Financial Group, said Monday's rally continued yesterday for only about 20 minutes after the opening.  He said even though there was arbitrage buying in New York because of the weak dollar, cocoa fell to relentless pressure from bearish traders.",But he noted that speculators apparently don't believe there is much more of a decline in store for cocoa.,0.05555555555555555
1160,WSJ-54,"In 1970, Mr. Hahn called in state police to arrest student protesters who were occupying a university building. That impressed Robert B. Pamplin, Georgia-Pacific's chief executive at the time, whom Mr. Hahn had met while fundraising for the institute.","In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world.",-0.6875
1161,WSJ-55,``UAL is a small deal as far as the overall market is concerned. The only way you can make it a big deal is to draw linkages that just don't make sense.'',"He suggests, for example, that investors may have assumed that just because UAL couldn't get financing, no leveraged buy-outs can get financing.",-0.2777777777777778
1162,WSJ-56,The initiative creates a free floating state environmental officer to sue companies or government agencies that do things he doesn't like. That means the NRDC and such groups no longer would have to spend as much money on litigation; taxpayers would bear the cost.,"Mr. Van de Kamp and his allies may be hoping that the environment is such a mom and apple-pie issue among certain segments of California's population now that almost any collection of anti-scientific, anti-pocketbook nonsense can pass under its rubric.",0.2222222222222222
1163,WSJ-57,Is an American Secretary of State seriously suggesting that the Khmer Rouge should help govern Cambodia? Apparently so.,"There are no easy choices in Cambodia, but we can't imagine that it benefits the U.S. to become the catalyst for an all-too-familiar process that could end in another round of horror in Cambodia.",-1
1164,WSJ-58,"Just when it seemed safe to go back into stocks, Wall Street suffered another severe attack of nerves.",Does this signal another Black Monday is coming?,0
1165,WSJ-59,"``If they don't fill it immediately, then I can start over at a new price or try again with the same price.''  Not-Held Order: This is another timing order.","It is a market order that allows floor brokers to take more time to buy or sell an investment, if they think they can get a better price by waiting.",0.75
1167,WSJ-62,A second theme is the undercurrent of social class and race in the public reaction to the Morgan case.  Dr. Morgan is a highly educated white professional who attended some of the ``best'' schools.,"As members of the Black Caucus in Congress asked during the debate on the legislation that freed Dr. Morgan, does anyone seriously believe that if she were an uneducated, black, working-class woman, Congress would have rushed to pass a private relief bill freeing her?",-1.9411764705882353
1168,WSJ-63,The Soviets have agreed to complete a treaty cutting strategic weapons without including restrictions on space-based defenses.  But the Soviets also are insisting that they will reserve the right to withdraw from the completed strategic-arms treaty later on if the U.S. does SDI testing or deployment that the Soviets think violates the existing anti-ballistic-missile treaty.,It will be hard down the road to persuade Congress to approve money for SDI plans if lawmakers fear those plans could scuttle a completed treaty.,0.7333333333333333
1170,WSJ-65,"Argentine negotiator Carlos Carballo was in Washington and New York this week to meet with banks. Mr. Rapanelli recently has said the government of President Carlos Menem, who took office July 8, feels a significant reduction of principal and interest is the only way the debt problem may be solved.",But he has not said before that the country wants half the debt forgiven.,-0.3333333333333333
1171,WSJ-67,"On the Toronto Stock Exchange, Cineplex closed at C$12.875, off 37.5 Canadian cents, well below the C$16.40 level.  ``Where's the bid?'' asked Pierre Panet-Raymond, an analyst and broker with Toronto securities dealer McDermid St. Lawrence Ltd.",Mr. Panet-Raymond said he doesn't think Messrs. Drabinsky and Gottlieb are ``anywhere close'' to arranging financing and that investors will need a solid offer before the stock begins to rise again.,-0.6
1175,WSJ-72,"Such an application for federal antitrust clearance is necessary for any investor that might seek control. But some investors have used such filings to boost the value of their stock holdings, which -- without buying more stock -- they then sold.",Takeover stock traders were puzzled by the Reliance filing and cautioned that it doesn't mean Mr. Steinberg will definitely seek control.,0
1176,WSJ-73,"The fact sheet, dated April 1986, says on page three: ``If the price paid for a CD purchased in the secondary market... is higher than the accreted value in the case of zero-coupon CDs, the difference... is not insured....  Computations involving zero-coupon CDs are more complicated and you should discuss any questions you may have with your financial consultant.''",Dr. Blumenfeld says he doesn't remember the paragraph about premiums in the fact sheet he received and didn't realize part of what he paid was a premium.,1.1333333333333333
1178,WSJ-76,nan,Is an American Secretary of State seriously suggesting that the Khmer Rouge should help govern Cambodia ? ,-0.9333333333333333
1180,WSJ-78,Harvard's Matthew Meselson -- who we read has sold something called the ``scientific community'' on the notion that ``yellow rain'' attacks on the Laotian Hmong were in fact the result of fecal showers by giant bees -- found the Soviet anthrax scenario ``completely plausible.'' We don't believe it.,And we certainly do not believe that Mr. Gorbachev or any of his emissaries yet deserve to have the West take their word for it.,-1.5333333333333334
